,category,predicted_category,text
289,GENERAL,name,gavin newsom coronavirus opportunity reimagining progressive era california gov gavin newsom told press conference wednesday coronavirus crisis provided opportunity usher progressive era policy change shift american society away capitalism california gov gavin newsom told press conference wednesday coronavirus crisis provided opportunity usher progressive era policy change shift american society away capitalisma reporter bloomberg news aske 1793 char
290,GENERAL,name,mexico see 39 coronavirus fatality single day mexican health official reported 39 death single day directly related spread novel coronavirus covid19 total death climbed 233 fatality since pandemic first entered country mexican health official reported 39 death single day directly related spread novel coronavirus covid19 total death climbed 233 fatality since pandemic first entered countryhealth official released updated info 2273 char
291,GENERAL,name,cincinnati building light blue coronavirus frontline worker cincinnati ohio lighting blue thursday evening support health care worker essential employee coronavirus pandemic cincinnati ohio lighting blue thursday evening support health care worker essential employee coronavirus pandemicthe cincinnati sign duke energy center fountain square building go blue honor n 2662 char
292,BUSINESS,name,seek 1 billion funding boost international government world health organisation announced thursday ready launch appeal us1 billion underwrite operation chinese coronavirus pandemic world health organisation announced thursday ready launch appeal us1 billion underwrite operation chinese coronavirus pandemicwho directorgeneral tedros adhanom ghebreyesus belief pandemic need 2603 char
293,GENERAL,name,mexico report 10 percent rise coronavirus fatality single day mexican health official confirmed ten percent rise fatality tied novel coronavirus covid19 one day current death toll stand 546 60 previous day mexican health official confirmed ten percent rise fatality tied novel coronavirus covid19 one day current death toll stand 546 60 previous dayduring nightly news conference mexico undersecretary health hu 1937 char
294,GENERAL,name,kathy griffin diagnosed abdominal infection condemning trump coronavirus response comedian kathy griffin may spoken soon complained week social medium able get coronavirus test emergency room revealing recent interview actually abdominal infection comedian kathy griffin may spoken soon complained week social medium able get coronavirus test emergency room revealing recent interview actually abdominal infectiongriffin shared 1826 char
295,POLITICS,name,pope back un chief want global ceasfire help stem coronavirus pope francis sunday added voice call united nation secretarygeneral antonio guterres end global conflict resource focus fighting chinese coronavirus pandemic pope francis sunday added voice call united nation secretarygeneral antonio guterres end global conflict resource focus fighting chinese coronavirus pandemicspeaking weekly blessing rome delivered fr 2103 char
296,BUSINESS,name,ca gov newsom stimulus check illegals considered california governor gavin newsom reportedly considering issuing cash payment state illegal immigrant part golden state disaster relief fund state illegal immigrant according wednesday associated press report pol california governor gavin newsom reportedly considering issuing cash payment state illegal immigrant part golden state disaster relief fund state illegal immigrant according wednesday associated press reportwhen 2638 char
297,GENERAL,name,mexico report 132 new coronavirus case total reach 717 mexican health official announced 132 new case novel coronavirus covid19 friday new total reach 717 confirmed case 12 fatality five medical care provider also became infected treating patient pandemic mexican health official announced 132 new case novel coronavirus covid19 friday new total reach 717 confirmed case 12 fatality five medical care provider also became infected treating patient pandemicofficials 2106 char
298,GENERAL,name,watch fireman use ladder surprise firefighter recovering coronavirus fireman miamidade florida got surprise life recently recovering battle coronavirus fireman miamidade florida got surprise life recently recovering battle coronaviruswhen unnamed firefighter opened hospital room window friday morning could believe saw according hen 1963 char
299,GENERAL,name,coronavirus rise 1890 confirmed case mexico mexican health official revealed worst yet come number case novel coronavirus covid19 continues grow number climbed saturday reaching total 1890 case mexican health official revealed worst yet come number case novel coronavirus covid19 continues grow number climbed saturday reaching total 1890 casesduring nightly conference mexico undersec 2011 char
300,GENERAL,name,mexican coronavirus case spike 21 weekend mexican health official saw 21 percent jump new case coronavirus covid19 span two day leading total 2143 since pandemic first arrived country official warning public toughest part yet come mexican health official saw 21 percent jump new case coronavirus covid19 span two day leading total 2143 since pandemic first arrived country official warning public toughest part yet comemexic 1944 char
301,GENERAL,name,court rule texas ban abortion pandemic federal appeal court backed state texas tuesday allowing enforcement ban abortion coronavirus pandemic federal appeal court backed state texas tuesday allowing enforcement ban abortion coronavirus pandemica threejudge panel u court appeal fifth circuit new orleans overturned decisio 2366 char
302,GENERAL,name,protester gather outside kentucky governor coronavirus briefing want work protester gathered outside kentucky gov andy beshears press briefing wednesday shouting want work protester gathered outside kentucky gov andy beshears press briefing wednesday shouting want workthe protester fathered outside beshears press briefing room holding sign chanting want work fact fear ope 2160 char
303,POLITICS,name,kremlin scold moscow anticoronavirus measure trigger large crowd measure taken moscow russia control resident travel amid chinese coronavirus pandemic sparked citywide chaos wednesday prompting concern virus may spread even measure taken moscow russia control resident travel amid chinese coronavirus pandemic sparked citywide chaos wednesday prompting concern virus may spread even furtheron wednesday authority introduced tracking system ai 2512 char
304,SCIENCE,name,exclusive fda commissioner dr stephen hahn coronavirus antibody testing ramping plasmabased treatment way food drug administration fda administrator dr stephen hahn told breitbart news exclusively wednesday agency working private industry leader bring antibody testing promising potential plasmabased treatment coro food drug administration fda administrator dr stephen hahn told breitbart news exclusively wednesday agency working private industry leader bring antibody testing promising potential plasmabased treatment coro 21162 char
305,GENERAL,name,republican urge trump maintain prolife policy pandemic republican urged white house maintain regulation use aborted fetal tissue vaccine research druginduced abortion house senate republican urged trump administration maintain prolife policy amid democrat push ease restriction use aborted fetal tissue create vaccine coronavirus druginduced athome abortion 7462 char
306,GENERAL,name,sadiq khan blame structural racism disproportionate coronavirus death amongst minority group london mayor sadiq khan called government start collecting publishing ethnicity infected chinese coronavirus claiming structural racism britain led racial minority dying illness london mayor sadiq khan called government start collecting publishing ethnicity infected chinese coronavirus claiming structural racism britain led racial minority dying illnessthe 3316 char
307,GENERAL,name,virgin australia haircut domino effect job future australian aviation crucial wider tourism sector already bleeding recent travel ban initiated stop spread covid19 posted april 23 2020 050010social medium trending heated debate future virgin australiaone main argument repeated platform facebook twitter virgin australia bailed 12581 char
308,POLITICS,name,un expert disappointed u coronavirus response must improve strategy un special rapporteur extreme poverty human right warned significant portion america face destitution unless congress take farreaching action stem financial damage driven chinese coronavirus epidemic un special rapporteur extreme poverty human right warned significant portion america face destitution unless congress take farreaching action stem financial damage driven chinese coronavirus epidemiclowincome p 3327 char
309,GENERAL,name,texas florida eager nascar rev engine fort worth texas ap race among state willing first host nascar race without fan fort worth texas ap race among state willing first host nascar race without fanstexas gov greg abbott tweeted monday nascar working texas motor speedway plan race therei hope announce exciting de 3470 char
310,GENERAL,name,quarantine mexican president meeting coronavirusinfected governor official say mexican health official revealed president andres manuel lopez obrador amlo go quarantine meeting governor later tested positive novel coronavirus reportedly seek protective measure well mexican health official revealed president andres manuel lopez obrador amlo go quarantine meeting governor later tested positive novel coronavirus reportedly seek protective measure well 2951 char
311,BUSINESS,name,coronavirus illegal alien demand 12k taxpayerfunded check illegal alien demanding receive 1200 federal check government part chinese coronavirus crisis relief package illegal alien demanding receive 1200 federal check government part chinese coronavirus crisis relief packageopen border organization like george sorosfunded united dream national immigrant justice center 3359 char
312,POLITICS,name,cnn report criticized repeating chinese propaganda coronavirus cnn report received widespread criticism repeated chinese propaganda cited chinese state medium outlet source cnn report received widespread criticism repeated chinese propaganda cited chinese state medium outlet sourcethe cnn report lead paragraph originally said tuesdaya chinese naval flotilla headed pacific weeke 3451 char
313,GENERAL,name,go petition demanding resignation chief close 1m signature online petition calling resignation world health organization directorgeneral tedros adhanom ghebreyesus inclusion taiwan globalist body nearing one million signature sunday morning online petitioncalling resignation world health organization directorgeneral tedros adhanom ghebreyesus inclusion taiwan globalist body nearing one million signature sunday morningthe campaign began janu 3579 char
314,POLITICS,name,nra second amendment foundation sue california governor gun store closure nra second amendment foundation california gun right coalition firearm policy conference filed suit friday california governor gavin newsom pointing gun store closure claim state local policy enforcement measure nra second amendment foundation california gun right coalition firearm policy conference filed suit friday california governor gavin newsom pointing gun store closure claim state local policy enforcement measure 2899 char
315,GENERAL,name,mexican health official beg people stay indoors 848 coronavirus case confirmed health official mexico begged people stay indoors claiming last chance keeping coronavirus case exploding exponential manner mexico currently 848 confirmed covid19 case 717 one day prior health official mexico begged people stay indoors claiming last chance keeping coronavirus case exploding exponential manner mexico currently 848 confirmed covid19 case 717 one day priorthis 2494 char
316,POLITICS,name,nolte chinese propaganda quote hillary chris cuomo richard engel rip trump democrat multinational medium corporation always put greed leftwing political agenda american life ask ferguson baltimore new round chinese propaganda confirmed already knew democrat hillary clinton fake news staffer chris cuomo richard engel china biddingthere long history naming virus disease th 3074 char
317,GENERAL,name,pennsylvania governor order business employee customer wear mask pennsylvania gov tom wolf directed business state provide employee mask suggested wear mask shopping denied service coronavirus pandemic pennsylvaniagov tom wolf directed business state provide employee mask suggested wear mask shopping denied service coronavirus pandemicwolfs remark order came durin 3595 char
318,GENERAL,name,nazi flag tied chinese flag appears regional victoria branded covid19 nazi flag tied two chinese flag hoisted telecommunication tower northern victoria prompting concern racist vitriol reared ugly head region wake coronavirus updated april 13 2020 185421a nazi flag tied two chinese flag hoisted telecommunication tower northern victoria prompting concern racist vitriol reared ugly head region wake coronaviruskey pointsu 5071 char
319,POLITICS,name,hillary clinton peddles voting reform need act hillary clinton wednesday renewed call voting reform warning united state need act order ensure citizen safely cast ballot november member party eagerly pursue universal mailin voting hillary clinton wednesday renewed call voting reform warning united state need act order ensure citizen safely cast ballot november member party eagerly pursue universal mailin votinggop 3770 char
320,GENERAL,name,coronavirus sikh extremist cut indian police officer hand sword indian police officer punjab region hand cut sword six others injured vegetable market sunday sikh extremist attacked asked provide travel pass indian police officer punjab region hand cut sword six others injured vegetable market sunday sikh extremist attacked asked provide travel passesthe incident took place vehicle c 3348 char
321,GENERAL,name,planned parenthood provided medication abortionto mother home child running around planned parenthood official new york state said organization new telehealth service much demand one mother began druginduced abortion home child running around behind planned parenthood official new york state said organization new telehealth service much demand one mother began druginduced abortion home child running around behind herdr meera shah chief medical officer p 3470 char
322,GENERAL,name,joaquin phoenix call gov cuomo release new york prisoner joker star joaquin phoenix grammywinning singer john legend calling new york governor andrew cuomo release inmate state prison amid chinese coronavirus pandemic jokerstar joaquin phoenix grammywinning singer john legend calling new york governor andrew cuomo release inmate state prison amid chinese coronavirus pandemicin video shared twitter release aging people prison c 2858 char
323,GENERAL,name,jihadis call coronavirus final nail america coffin ramadan approach islamic terrorist group year continued pervert belief reward earned noble act greater ramadan telling follower supporter embrace martyrdom jihad holiest month muslim good time kil islamic terrorist group year continued pervert belief reward earned noble act greater ramadan telling follower supporter embrace martyrdom jihad holiest month muslim good time kil 4827 char
324,GENERAL,name,rich cooper college class 2024 consider year community service rather paying tuition suffering online class incoming freshman consider taking year serve community hard hit coronavirus may 1st day society celebrate may day tradition hold kid skip around pole ribbon also day college require student accept offer admissionthis coming may 1st likely feel mor 4547 char
325,SCIENCE,name,obgyn continuing abortion pandemic medically irresponsible leader group prolife obgyns say continuing abortion coronavirus pandemic medically irresponsible chair board american association prolife obgyns aaplog say moving forward abortion coronavirus pandemic medically irresponsible time medical equipment much needed treat victim illnessdr 4251 char
326,BUSINESS,name,survey 2100 u city bracing budget shortfall linked coronavirus shutdown 2100 u city expecting significant budget shortfall year testament widespread financial woe novel coronavirus pandemic associated mitigation effort may trigger survey local official released tuesday reve 2100 u city expecting significant budget shortfall year testament widespread financial woe novel coronavirus pandemic associated mitigation effort may triggera survey local official released tuesday reve 5638 char
327,ENVIRONMENT,name,return land army 26000 briton sign pick fruit vegetable recruitment drive came industry warned lack immigrant coronavirus would leave vegetable rotting field 26000 people responded call agricultural worker week industry warned lack immigrant caused coronavirus epidemic would leave vegetable rotting fieldsbritains agricultural industry long sustaine 4005 char
328,GENERAL,name,eric egger dont take trump word see mailin voting rife fraud gais eric egger writes vital whatever legislation congress might pas help save country ravage virus infect democracy new disease speaker house nancy pelosi dcacontinues callfor another round stimulus help mitigate covid19 related damage u economy previous effort demonstrate pelosis prescription save country might irreparable harm 4229 char
329,GENERAL,name,south australia record first coronavirus death south australia record first death covid19 man 70 dying royal adelaide hospital overnight updated april 07 2020 090437south australia recorded first death covid19 man 70 dying royal adelaide hospital overnightsa health said man metropolitan adelaide acquired coronavirus inter 397 char
330,BUSINESS,name,new york city want taxpayer bailout low wage migrant economy taxpayer bail lowwage migrant worker support city elite economy coronavirus pandemic according report city comptroller scott stringer taxpayer bail lowwage migrant worker support city elite economy coronavirus pandemic according report city comptroller scott stringerlegal immigrant illegal migrant part city one mil 5228 char
331,GENERAL,name,fuel problem coronavirus handed u extraordinary opportunity fix nation dependent upon imported liquid fuel 90 per cent refined fuel need glut cheap oil bonanza writes samantha hepburn posted april 22 2020 050000in wake covid19 pandemic global oil price plummetedus oil price went negative first time ever monday 38 barrel oil producer effectively ran space store supplie 5401 char
332,GENERAL,name,two south australian critically ill coronavirus healthcare hotel flagged sa health say two south australian intensive care coronavirus becoming critically ill state government promise health hero hotel healthcare worker posted march 25 2020 114646two south australian intensive care becoming critically ill coronavirus royal adelaide hospital sa health sayskey pointsullitwo people coronavirus intensive care south austr 5099 char
333,GENERAL,name,bushfire cleanup delayed coronavirus leaving volunteer stranded blazeaid closing key volunteer camp adelaide hill worry mostly older crew contract coronavirus posted march 31 2020 111757selfisolation challenging best u spare thought thousand australian left without home bushfireskey pointsullibushfires ravaged adelaide hill decemberl 4242 char
334,SCIENCE,name,health expert say backtoback cruise make harder fight outbreak cruise line frequently send crew member monthslong deployment requiring jump one cruise another travel lover time get one cruise ship onto another potentially carrying infectious disease infect passe covid19 continues spread around world health expert question whether cruise line allow passenger crew member ride backtoback cruisesclosed space people frequent contact one another several 2390 char
335,BUSINESS,name,economist ubs 29 trillion wealth management arm say investor need adjust 3 new reality postcoronavirus world ulliafter coronavirus pandemic investor adjust world debt world thats le global digital according dean turner economist ubs 29 trillion wealth management armliliall economy exit economist ubs 29 trillion wealth management arm warned monday investor forced adapt new economic world order coronavirus pandemic passedinvestors brace release disastrous set econom 2640 char
336,SCIENCE,name,photo show shortage forcing doctor nurse improvise coronavirus ppe snorkel mask pool noodle trash bag ullidoctors nurse medic forced find way shield coronavirus amid global shortage personal protective equipment ppeliliphotos social medium show doctor nurse gettin doctor nurse medical staff working frontlines coronavirus pandemic forced improvise due shortage personal protective equipment ppeto protect infectious virus medical staff 443 char
337,GENERAL,name,healthcare worker desperate face mask theyre reusing old one here help get critical supply healthcare worker across u facing severe shortage protective gear number covid19 case continues rise situation dire worker resorted reusing face mask government advised use bandana u surpasses china world largest coronavirus outbreak 97000 confirmed casesand 1100 death number likely rise testing ramp healthcare worker reporting severe shortage face mask pers 5299 char
338,TECH,name,singapore using hightech surveillance app track coronavirus keeping school business open here work singapore using smartphone app monitor spread coronavirus tracking people may exposed government hightech approach helped keep covid19 check island nation school business shut singapore accomplished nation could successfully contained spread covid19 within bordersthe island nation confirmed 600 case total border closed singapore hasnt implement shutdown 1369 char
339,GENERAL,name,adelaide midwife help bring life world also stopping death kate taylor spent 10 year helping implement lifesaving healthcare rural cambodia expectant mother much higher risk dying childbirth posted march 28 2020 124020midwives play vital role bringing life world kate taylor also bit stop death preventablekey pointsullikate taylor wanted improve birth outcome woman le 4822 char
340,GENERAL,name,italy reported highest singleday death toll since coronavirus outbreak began 919 death case surpassed china italy coronavirus case china total rose 86498 case friday death toll hit 9134 singleday increase 919 death thats highest singleday death toll recorded country since coronavirus outbreak italy secondhighest number coronavirus case world u reported highest singleday death toll yet 919 death one daythat break record march 21 italy recorded 793 deathsas fr 2428 char
341,POLITICS,name,rare photo show lawmaker sitting house public gallery using social distancing voting 2 trillion coronavirus relief bill house passed 2 trillion stimulus package friday afternoon week furious negotiation capitol hill address economic fallout coronavirus congressmembers practice social distancing house chamber photo usually allowed house chamber designated press allowed take photo event like state union lawmaker broke rule friday historic vote massive coronavirus relief package lawmak 2329 char
342,GENERAL,name,superintendent miamidade county public school slam fisher island buying 30000 worth antibody test school work feed shoeless maskless hungry child fisher island florida richest zip code u average income among resident 22 million median home value roughly 3 million monday miami herald reported everyone exclusive enclave including staff richest zip code u private island coast miami purchased coronavirus antibody test every single resident staff member community miami herald first reported mondaythe island paid total 30600 1800 2049 char
343,BUSINESS,name,walmart costco target banned selling nonessential item clothing electronics part u big box store grocery chain certain area u banned selling nonessential item customer reduce foot traffic prevent spread coronavirus local government issued executive order require chain local government around u starting take draconian measure prevent spread coronavirusby banning essential store grocery chain bigbox retailer selling nonessential item clothing electronicst 2321 char
344,GENERAL,name,oklahoma gop plan reopen state starting friday despite opposition doctor democrat say way soon ullioklahoma gov kevin stitt announced plan start reopening state friday starting personal care business like hair salon nail salonsliliits fourth state announce reopening plan following florida georgia sou oklahoma become fourth state announce plan reopen economy say decision premature week state saw spike new casesthe plan start business like hair salon pet groomers reopening first 2726 char
345,GENERAL,name,domestic violence rise people sheltering home true scope wont known time domestic violence case across u globe rise coronavirus pandemic force abuser victim shelter place together many hotlines police department experienced increase call seen hotlines across world receiving growing number domestic abuse call country put place lockdown stay home order new york time reportedaccording cnn several u city already reported increase domestic v 4168 char
346,GENERAL,name,uk coronavirus lockdown could extended 6 month restriction lasting even longer uk coronavirus lockdown could extended six month socialdistancing measure potentially lasting beyond time deputy chief medical officer said sunday national uk lockdown british people told uk coronavirus lockdown measure could extended form late september measure lasting even beyond one government medical adviser indicateddr jenny harries uk deputy chief medical officer sai 2606 char
347,BUSINESS,name,10 american city job going extinct ranked u entering recession predicted worse 2008 financial crisis probably worst since great depression 1930s 22 million american filed unemployment last month alone effectively wiping th industry safe economic devastation coronavirus pandemic causing retail hospitality take hit gig economy dry 22 million american filed unemployment past month effectively wiping outth 652 char
348,GENERAL,name,nurse share photo great coronavirus equipment shortage showing empty closet torn face mask paper bag theyre keeping gear overnight nurse shared photo depict mask equipment shortage hospital across country facing image posted social medium shared business insider show nurse storing disposable mask paper plastic bag use acro one nurse oklahoma city attempted bring protective gear work amid ongoing shortage equipment like mask glovesthe rapidly spreading novel coronavirus respiratory virus infected 51000 american march 24 floode 6970 char
349,GENERAL,name,virgin australia fails bloody disaster take place consumer lose new airline come pas various regulatory hurdle establish formidable competitor almighty qantas fear australian consumer may lose higher fare reduced flight option posted april 16 2020 052731virgin australia time almost upand virgin cease exist general consensus main winner qantasuntil new airline come pas various regulatory hurdle establish f 9850 char
350,BUSINESS,name,trump move strip 400 million amid coronavirus propaganda windfall russia china iran hoping president donald trump given propaganda boost u adversary like china russia iran moving cut u funding world health organization trump announced plan cut funding tuesday accusing chinacentric business insiderby moving cut funding world health organization amid devastating pandemic president donald trump granted u adversary russia china iran major propaganda boostafter trump tuesday announced 7713 char
351,GENERAL,name,watch people city around world cheer window rooftop time thank healthcare worker first responder every day people cheering clapping city around world show appreciation solidarity frontline worker fighting pandemic nurse doctor first responder city coordinating designated time come together city around world coming together daily show appreciation healthcare worker firstresponders cheering making noise rooftop balcony windowspeople major city los angeles london coordinated designate 1046 char
352,TECH,name,tech company like apple blue origin university like duke using arsenal 3d printer produce million face shield medical worker aapl hp f nation arsenal 3d printer deployed produce protective equipment amid coronavirus outbreak university like duke harvard northwestern using 3dprinting facility produce 1000 faceshield component per day nation stockpile 3d printer corralled fight coronavirus pandemicnearly 600000 people united state infected virus continues spread across u highlighted shortage 1837 char
353,GENERAL,name,gap using factory make mask gown scrub healthcare worker gap use factory resource make personal protective equipment healthcare worker retailer announced via twitter would pivot resource factory partner make mask gown scrub healthcare worker front line g gap latest retailer announce commitment use resource create personal protective equipment like mask scrub healthcare workersthe company announced wednesday viatwitter would pivot resource factory partner c 873 char
354,GENERAL,name,there trex walmart people wearing dinosaur suit go grocery shopping people twitter thanking face covering recommending public people come creative way protect one creative solution thats becoming widespread trend wearing trex costume go grocery shopping addition three rep april 1 sebastian dominguez swaggered target wearing inflatable trex costumethe davy florida man recorded wife aurora dominguez waddled store struggled reach product tiny dino arm fri 1741 char
355,GENERAL,name,american receiving stimulus check behalf dead relative american said social medium theyre receiving stimulus money deceased relative stimulus money sent anyone filed 2019 2018 tax return one filed person died there possibility still american started receiving stimulus check week people realized deceased relative also getting fundsnumerous american including kentucky rep thomas massie spoke friend relative receiving money 2373 char
356,GENERAL,name,fake text message claiming u military would enforce countrywide lockdown went viral last month spread chinese agent according new report ulliin midmarch message warning national guard preparing enforce nationwide quarantine across u went viral social medium whatsapplilithe white house national security council debunked time tweeting spent lot time online last month probably remember seeing panicked message claiming trump administration preparing deploy national guard enforce nationwide covid19 quarantinesuch fake message shared widely 1418 char
357,GENERAL,name,nan
358,GENERAL,name,purpose future university world first university founded bologna italy 1088 university enduring institution university confronting big challenge covid19 world changed much university need adapt world firstuniversity founded bologna italy 1088the university enduring institution university confronting big challenge covid19 world changed much university need adapt re 593 char
359,GENERAL,name,person san francisco shelter first homeless resident city confirmed infected coronavirus disease resident san francisco homeless shelter first confirmed positive covid19 coronavirus disease city resident taken hotel room selfisolation official attempting prevent potential outbreak wi resident san francisco homeless shelter tested positive coronavirus disease known covid19its first confirmed case disease san francisco homeless shelter san francisco chronicle report individual li 1850 char
360,GENERAL,name,billionaire jeff bezos say spoke directly hinted amazon might deliver covid19 test kit globally jeff bezos posted picture instagram videocall director general discus coronavirus outbreak bezos said amazon already supporting support providing ai help epidemicmapping tool amazon ceo jeff bezos posted instagram thursday say hed held video call directorgeneral world health organisation tedros adhanom ghebreyesusin post bezos listed way amazon mobilizing help respo 1954 char
361,GENERAL,name,lululemon issue apology employee promoted offensive tshirt social medium provoking backlash online ullilululemon issued formal apology one art director promoted link tshirt social medium called racistlilithe tshirt called bat fried rice printed image batwinged chopstick lululemon issued formal apology one art director promoted link tshirt instagram page related covid19 virus accused racist offensiveaccording reuters backlash kicked 2354 char
362,GENERAL,name,passover food sold 5 time retail price online seller try profit coronavirus shortage jewish holiday passover begin week shopper reported shortage item grocery store online business insider discovered similar pricegouging online retailer passover food like matzah kosher passover cake pric week jewish people around world celebrating passover major holiday celebrates exodus egypt part holiday family usually gather together traditional meal service called seder eat special food deemed st 2046 char
363,BUSINESS,name,harvard returning 9 million stimulus check here wealthy school got million others struggling stay open charles krupaapulliafter criticism president trump others harvard university announced accept 86 million stimulus aidliliharvard 409 billion endowment originally said 100 fund would go harvard university announced wednesday afternoon would take 86 million school qualified 2 trillion coronavirus stimulus package congress passed marchharvard decided seek accept fund allocated 6093 char
364,POLITICS,name,photo video show wisconsin voter trying socially distance line poll cast ballot pandemic dozen state postponed presidential primary wisconsin tuesday election still proceeding scheduled state legislature refused delay election court blocked multiple lawsuit executive order gov tony e people throughout state wisconsin arriving vote polling location tuesday morning armed mask glove attempting practice social distancing waiting line possibly hoursas dozen state postponed pre 2489 char
365,GENERAL,name,boston globe published 16 page obituary coronavirus victim echoing lombardy newspaper height outbreak ullithe boston globe printed 16 page obituary sunday far usually carry paper reported article sectionlilialthough possible know death result coronavirus boston globe obituary section ran 16 page sunday sobering reminder onset coronavirus massachusetts paper reportedfor time last year section seven page said paper virus continu 2165 char
366,GENERAL,name,obama call lack robust system testing coronavirus u former president barack obama wednesday criticized lack robust system testing coronavirus u social distancing bend curvebut order shift current policy key robust system testing monitorin former president barack obama wednesday offered veiled criticism trump administration failure establish robust system testing novel coronavirussocial distancing bend curve relief pressure heroic medica 2616 char
367,GENERAL,name,nurse protesting grossly inadequate negligent ppe coronavirus testing filing lawsuit state official hospital ullimembers national nurse united protest outside white house tuesday push adequate personal protective equipment ppe fight coronaviruslilithe country largest nurse union urging president fund lack personal protective equipment week crippled medical worker battling coronavirus prompting largest nurse union united state protest outside white house tuesdaynational nurse united pushing president 2414 char
368,SCIENCE,name,enroll clinical trial malaria drug could help treat coronavirus stop catching malaria drug chloroquine hydroxychloroquine rapidly become top potential coronavirus treatment lack highquality clinical evidence show effective covid19 dr david boulware university minnesota infec old generic malaria drug rapidly become leading potential coronavirus treatment president donald trump repeatedly touted potential virus u government built massive stockpile medicationon sunday th 4316 char
369,GENERAL,name,purpose future university part two second part discussion examining future university postcovid19 world university enduring institution going back nearly thousand year confronting time massive disruption university ch second part discussion examining future university postcovid19 world university enduring institution going back nearly thousand year confronting time massive disruption university ch 652 char
370,BUSINESS,name,company marketing trendy n95 mask facebook instagram flouting ban ad personal mask platform trend deploy online retailer trend deploy say selling medical n95 type mask running ad instagram facebook n95 mask crucial protecting medical staff treating patient coronavirus catastrophic sh online retailer trend deploy advertising patterned n95 mask sale facebook instagram hospital across country facing shortage personal protective equipment ppe especially n95 mask protect air born illness like c 988 char
371,TECH,name,math teacher getting million view tiktok sharing sat tip data visualization tiktoks popular video typically consist choreography skit meme niche group math influencers going viral algebra mathematics page tiktok hundred million view math educator student said e josh martin junior state university new york albany studying physic mathhas always known math specialty id always told kind little bit gift teaching would teaching people 5041 char
372,SCIENCE,name,2 top french doctor said live tv coronavirus vaccine tested poor african leaving viewer horrified two highly respected french doctor discussed live television potential new treatment covid19 first tested africa mask treatment intensive care one jeanpaul mira even compared african discussion two top french doctor live tv left viewer horrified proposed africa become giant laboratory coronavirus vaccine testing continent lack resource defend infectionsin 2266 char
373,GENERAL,name,powerful video show nurse reading name colleague killed coronavirus protest front white house ullipowerful video taken protest white house tuesday show nurse reading list name colleague killed frontlines fighting coronavirus pandemicliliaccording national nurse united least 4 powerful video taken protest white house tuesday show nurse reading list name colleague killed frontlines fighting coronavirus pandemicthe nurse national nurse united union calling 3461 char
374,POLITICS,name,tv network cut away white house coronavirus briefing trump contradicted health expert cnn msnbc abc news nbc news cbs news cut away president trump lengthy coronavirus briefing monday night briefing trump chafed idea continuing widespread order people stay home harming economy monday night major television network exception fox news cut away president donald trump daily coronavirus briefingthough briefing often feature rotating cast administration health expert like director th 4471 char
375,GENERAL,name,western country seem capable social distancing government force government western country urge people stay inside practice social distancing slow spread coronavirus picture social medium still show busy street park italy france britain u introducing stricter business insidergovernments health expert around world overwhelmingly warned selfisolation socialdistancing best way stem coronavirus outbreakbut people western country far appeared incapable follo 5444 char
376,BUSINESS,name,doctor nurse getting hit pay cut layoff furlough even fight coronavirus pandemic doctor nurse healthcare worker havent immune layoff furlough pay cut hiring freeze plaguing sector due coronavirus pandemic state official telling hospital stop performing nonessential medical proced healthcare worker front line coronavirus pandemic contending overcrowded hospital supply shortage put life danger care patient week many learned pay would suffer toomedic 6494 char
377,BUSINESS,name,oil price plunge lowest level since 1999 world drowns oversupply oil price plunged monday storage facility around world filling withcrude there demand global economy locked covid19 oil price plunged monday storage facility around world filling withcrude there demand global economy locked covid19the future contract forwest texas intermediate lost 6us barrel goingto 1166u 3242 char
378,GENERAL,name,labatt retools beer production start making hand sanitizer instead labatt brewery retooling beermaking facility make 50000 bottle hand sanitizer join global effort combat covid19 labatt brewery retooling beermaking facility brew 50000 bottle hand sanitizer join global effort combat covid19the effort include facility london ont edmonton montreal vancouver mill street b 2012 char
379,GENERAL,name,people die country hospital fear wont cope coronavirus take prepare pandemic many hospital around world already overwhelmed patient infected covid19 australian doctor nurse bracing something never faced country hospital re take prepare pandemic many hospital around world already overwhelmed patient infected covid19 australian doctor nurse bracing something never faced country hospital re 331 char
380,GENERAL,name,everybody want help designer apparel company pivot aid healthcare industry fight covid19 around globe company stripe pivoting aid fight coronavirus including apparel industry company well individual shifting usual sartorial creation rapidly producing mask gown like many hilary macmillan glued news amid coronavirus pandemic toronto fashion designer began seeing story raising alarm shortage mask gown personal protective equipment moved actio 7591 char
381,GENERAL,name,canadian hospital getting creative expand covid19 care facility many expert predicting surge covid19 case next couple week many canadian hospital looking constructive solution expanding care facility world marvelled china ability build twostorey 645000squarefoot hospital 10 dayswith many expert predicting surge covid19 case next couple week many canadian hospital also looking constructivesolution 6517 char
382,TECH,name,bc launch app coronavirus info news free bc covid19 support app includes selfcheck tool list recommendation bc centre disease control guide handwashing social physical distancing basic coronavirus cause covid19 bcs ministry health released new app information alert coronavirus pandemicthe free bc covid19 support app includesullia selfcheck toollililists recommendation bc centre disease controllili 876 char
383,GENERAL,name,7 pm salute healthcare worker spread new westminster fiona burrow air horn want others join nightly show appreciation worker royal columbian hospital began monday night smallest way two friend block aparteach sounding air horn 7 pm salute healthcare worker nearby royal columbian hospital confronting covid19 pandemicof course instigator fiona burrow hop 2730 char
