,source,author,title,description,url,urlToImage,publishedAt,content,category
name,The Hindu,Meera Srinivasan,From diplomacy to drama on Twitter,"Amid its spat with Sri Lankans on Twitter, China Embassy’s handle was briefly suspended",https://www.thehindu.com/news/international/from-diplomacy-to-drama-on-twitter/article31377180.ece,https://www.thehindu.com/news/international/z024fz/article31377179.ece/ALTERNATES/LANDSCAPE_615/TH19-DESPATCH-MEERA,2020-04-18T15:18:47Z,"Twitter is rarely short of drama. Except that last week, Sri Lankas Twitter bubble saw some of it originate from an unlikely source the official handle of the Chinese Embassy here. 
It all began with a letter dated April 8, from the Embassy, addressed to the… [+4225 chars]",POLITICS
name,The Hindu,Ramesh Susarla,85-year-old woman wins COVID battle,Five persons discharged from hospital in Anantapur,https://www.thehindu.com/news/national/andhra-pradesh/85-year-old-woman-wins-covid-battle/article31400400.ece,https://www.thehindu.com/news/national/andhra-pradesh/9o20a7/article31400399.ece/ALTERNATES/LANDSCAPE_615/22-VJ-ELDERLYWOMAN,2020-04-21T17:54:37Z,"An 85-year-old woman from Hindupur who was tested positive for COVID-9 was discharged from KIMS Saveera Hospital on Tuesday night.
She was among the five persons discharged from the COVID19 special hospital. The woman was tested positive on April 5. She was … [+587 chars]",GENERAL
name,The Hindu,Special Correspondent,Nod for mills to resume operations,"The Thoothukudi district administration has started permitting rice, oil and dhal mills to resume operations, which were suspended in the wake of a nationwide lockdown, Minister for Information and Pu",https://www.thehindu.com/news/cities/Madurai/nod-for-mills-to-resume-operations/article31280559.ece,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,2020-04-07T12:15:03Z,"The Thoothukudi district administration has started permitting rice, oil and dhal mills to resume operations, which were suspended in the wake of a nationwide lockdown, Minister for Information and Public Relations Kadambur C. Raju said on Monday.
Inaugurati… [+549 chars]",BUSINESS
name,The Hindu,P. Sudhakar,₹70 crore-worth fish waiting to be offloaded,Delay will cause huge loss to fishermen of Kanniyakumari district,https://www.thehindu.com/news/cities/Madurai/70-crore-worth-fish-waiting-to-be-offloaded/article31280984.ece,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,2020-04-07T12:40:38Z,"The COVID19 scare, which has delayed the offloading of about 70 crore-worth fish harvested in deep sea, may cause huge loss to fishermen of Kanniyakumari district.
 Around 700 mechanised boats from Thoothoor region in western part of the district ventured in… [+1911 chars]",BUSINESS
name,The Hindu,Special Correspondent,"RSS joins Chennai Corporation to distribute food, donates sanitisers, masks",A helpline for senior citizens - 044-35893020 - has also been set up,https://www.thehindu.com/news/cities/chennai/rss-joins-chennai-corporation-to-distribute-food-donates-sanitisers-masks/article31323171.ece,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,2020-04-12T12:53:59Z,"The Rahstriya Swayamsevak Sangh (RSS) volunteers are working in tandem with the Greater Chennai Corporation and are providing food to the needy sections of society across all 15 zones during the 21-day lockdown to prevent the outbreak of Covid19, an RSS volun… [+772 chars]",GENERAL
name,The Hindu,G.V.R. Subba Rao,Heritage Foods donates ₹1 crore to CM’s Relief Fund of six States to fight COVID-19,"We are going through unprecedented times. I urge each and everyone in the country to stay at home and be safe, says Vice Chairman and MD Nara Bhuvaneswari",https://www.thehindu.com/news/national/andhra-pradesh/heritage-foods-donates-rs-1-crore/article31198377.ece,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,2020-03-29T11:31:53Z,"Heritage Foods Limited has decided to contribute 1crore to the nation towards the fight against COVID-19 pandemic in its major operating areas across the country.
Of the total, 30 lakh each would be donated to the Chief Ministers Relief Fund of Andhra Prades… [+539 chars]",BUSINESS
name,Bleacher Report,Joseph Zucker,"Video: Terrell Owens Starts Driveway Sit-Up Challenge, Tags LeBron James, More","Like many across the country and world, Hall of Fame wide receiver  Terrell Owens  is attempting to find ways to pass the time while social distancing...",https://bleacherreport.com/articles/2884207-video-terrell-owens-starts-driveway-sit-up-challenge-tags-lebron-james-more,https://img.bleacherreport.net/img/images/photos/003/860/385/hi-res-28dc39170960dcfa6c73bbe633eb38ef_crop_exact.jpg?w=1200&h=1200&q=75,2020-03-30T23:43:51Z,"Daniel Shirey/Getty Images
Like many across the country and world, Hall of Fame wide receiver Terrell Owens is attempting to find ways to pass the time while social distancing. 
As a result, Owens launched the ""COVID-19 Driveway Challenge"" and tagged a numb… [+831 chars]",GENERAL
name,The Irish Times,,Anorexic woman loses bid to be discharged from hospital over Covid-19 fears,‘I do not want to consign her to end of life care at the age of 19’ – judge,https://www.irishtimes.com/news/crime-and-law/courts/high-court/anorexic-woman-loses-bid-to-be-discharged-from-hospital-over-covid-19-fears-1.4211343,https://www.irishtimes.com/image-creator/?id=1.4211339&origw=1440,2020-03-24T21:05:00Z,"A severely anorexic young woman must be kept in hospital despite her fear of contracting Covid19 there because doctors consider her death is inevitable if she is discharged, the president of the High Court has ruled.
If I send her home, I am effectively deci… [+55 chars]",GENERAL
name,The Irish Times,Sarah Burns,Ten women who attended Dublin maternity hospital tested positive for coronavirus,Master of Rotunda says patients should be reassured there are no proven cases of transmission from mother to baby during pregnancy,https://www.irishtimes.com/news/health/ten-women-who-attended-dublin-maternity-hospital-tested-positive-for-coronavirus-1.4217874,https://www.irishtimes.com/polopoly_fs/1.4217871.1585763739!/image/image.jpg,2020-04-01T14:08:47Z,"Up to 10 women who have tested positive for coronavirus have attended the Rotunda maternity hospital in Dublin.
Some of them were outpatients, and remain well in the outpatient setting, a spokesperson for the hospital said.
The Master of the Rotunda Profess… [+2334 chars]",GENERAL
name,The Irish Times,Conor Lally,Coronavirus: State’s prison population falls by 248,"Lockdown has brought falling crime rates, decline in court activity, say gardaí",https://www.irishtimes.com/news/crime-and-law/coronavirus-state-s-prison-population-falls-by-248-1.4236031,https://www.irishtimes.com/image-creator/?id=1.4236027&origw=804,2020-04-23T11:47:23Z,"The Republics prison population has fallen by almost 250 inmates since the Covid-19 crisis began. 
Garda sources say the decline can be mostly put down to falling crime rates due to the restrictions in place to combat the virus and because of the scaling bac… [+3589 chars]",GENERAL
name,The Irish Times,Conor Lally,Cost of policing visit of Duke and Duchess of Cambridge put at €1.3m,Major security operation was required during 48 hour visit to Ireland by British royals,https://www.irishtimes.com/news/ireland/irish-news/cost-of-policing-visit-of-duke-and-duchess-of-cambridge-put-at-1-3m-1.4236374,https://www.irishtimes.com/image-creator/?id=1.4236373&origw=1440,2020-04-23T18:16:44Z,"The cost to the Garda of providing security during the recent visit of the Duke and Duchess of Cambridge to Ireland has been estimated at 1.3 million.
A major security operation was required when Prince William and Kate Middleton visited the Republic last mo… [+2755 chars]",GENERAL
name,The Irish Times,Conor Lally,Coronavirus: Man (24) is first to be charged under new Covid-19 laws,Court told Denis Constantin twice observed to have travelled more than 2km from home,https://www.irishtimes.com/news/crime-and-law/coronavirus-man-24-is-first-to-be-charged-under-new-covid-19-laws-1.4229662,https://www.irishtimes.com/image-creator/?id=1.4229661&origw=1440,2020-04-15T15:26:54Z,"A man living in Co Wexford has become the first person to be charged under new regulations introduced last week in response to the Covid-19 crisis.
Denis Constantin (24), who is originally from Romania but is living in Enniscorthy, appeared before Gorey Dist… [+1158 chars]",GENERAL
name,The Irish Times,The Irish Times,Driving and NCT tests suspended as Minister looks to extend validity,Shane Ross says people ‘need not worry’ but focus on abiding by coronavirus measures,https://www.irishtimes.com/news/ireland/irish-news/driving-and-nct-tests-suspended-as-minister-looks-to-extend-validity-1.4214971,https://www.irishtimes.com/image-creator/?id=1.4214970&origw=723,2020-03-28T18:54:51Z,"The Minister for Transport is looking at measurses to extend the validity of driver licences and NCT certificates as he announced the suspension of services.
Shane Ross and the Road Safety Authority RSA) confirmed on Saturday that the National Driver Licence… [+1500 chars]",GENERAL
name,The Irish Times,The Irish Times,Man in court charged with murder of Kilkenny pensioner,Trevor Rowe (38) remanded in custody after he was accused over death of Anne Butler (71),https://www.irishtimes.com/news/crime-and-law/courts/district-court/man-in-court-charged-with-murder-of-kilkenny-pensioner-1.4214142,https://www.irishtimes.com/image-creator/?id=1.4214141&origw=620,2020-03-27T17:57:56Z,"A man (28) has appeared in court charged with the murder of Kilkenny pensioner Anne Butler.
Trevor Rowe, Abbey Street, Kilkenny was remanded in custody after he was charged with the murder of the 71-year-old at her home at Maudlin Street in the city on March… [+2019 chars]",GENERAL
name,The Irish Times,Gerry Moriarty,Death toll from coronavirus in Northern Ireland rises by ten,PSNI steps up action to prevent Easter weekend breaches of social distancing rules,https://www.irishtimes.com/news/ireland/irish-news/death-toll-from-coronavirus-in-northern-ireland-rises-by-ten-1.4226072,https://www.irishtimes.com/polopoly_fs/1.4226071.1586527473!/image/image.jpg,2020-04-10T14:04:50Z,"The Norths Public Health Agency (PHA) reported on Friday afternoon that ten more people have died from Covid-19 in Northern Ireland, bringing the total number of deaths to 92.
This is the second highest number of deaths recorded in a day in Northern Ireland.… [+2344 chars]",GENERAL
name,The Irish Times,Simon Carswell,Almost 90% of applicants receive Covid-19 unemployment payment,"About 30,000 people rejected because they are ineligible or submitted incorrect information",https://www.irishtimes.com/news/ireland/irish-news/almost-90-of-applicants-receive-covid-19-unemployment-payment-1.4218887,https://www.irishtimes.com/image-creator/?id=1.4218886&origw=620,2020-04-02T09:54:20Z,"Almost 90 per cent of people who lost their jobs as a result of the coronavirus pandemic and applied for the Governments emergency unemployment payment received it.
The Department of Employment Affairs and Social Protection has made the 350 a week payment to… [+2820 chars]",BUSINESS
name,Bleacher Report,Timothy Rapp,Denzel Ward's Texans Hold off Jarvis Landry's Browns in Madden 20 Tournament,Denzel Ward and the Houston Texans defeated  Jarvis Landry  and the Cleveland Browns 10-9 Wednesday in The Checkdown and Madden 20's tournament for COVID-19 relief efforts...,https://bleacherreport.com/articles/2884609-denzel-wards-texans-hold-off-jarvis-landrys-browns-in-madden-20-tournament,https://img.bleacherreport.net/img/images/photos/003/860/816/hi-res-62098874b37feaea97e8941fc14f60ca_crop_exact.jpg?w=1200&h=1200&q=75,2020-04-01T23:12:16Z,"Gary Landers/Associated Press
Denzel Ward and the Houston Texans defeated Jarvis Landry and the Cleveland Browns 10-9 Wednesday in The Checkdown and Madden 20's tournament for COVID-19 relief efforts. 
Muthead@Muthead.@denzelward strikes first against @God_… [+1255 chars]",GENERAL
name,The Irish Times,Mark Hilliard,"Chemicals sourced to allow 10,000 Covid-19 tests a day, says national lab",Dublin-based NVRL reaches agreement with Genomics Medicine Ireland,https://www.irishtimes.com/news/ireland/irish-news/chemicals-sourced-to-allow-10-000-covid-19-tests-a-day-says-national-lab-1.4226368,https://www.irishtimes.com/polopoly_fs/1.4226367.1586547873!/image/image.jpg,2020-04-10T19:44:48Z,"The National Virus Reference Laboratory (NVRL) has sourced a new supply of chemicals that will enable it increase coronavirus testing to as many as 10,000 per day in the coming weeks. 
The Dublin-based lab has reached agreement with Genomics Medicine Ireland… [+2639 chars]",SCIENCE
name,The Irish Times,"Jack Power, Gerry Moriarty",Gardaí inspecting caravan parks in popular holiday spots,Caravan-park owners and local politicians play down concern of visitors from Dublin,https://www.irishtimes.com/news/ireland/irish-news/garda%C3%AD-inspecting-caravan-parks-in-popular-holiday-spots-1.4226377,https://www.irishtimes.com/image-creator/?id=1.4226375&origw=1440,2020-04-10T20:12:00Z,"Gardaí have been inspecting caravan parks in popular holiday spots in Wicklow and Wexford, to ensure people are adhering to restrictions on non-essential travel ahead of the upcoming bank holiday weekend.
There had been significant concern that large numbers… [+3150 chars]",GENERAL
name,The Irish Times,Simon Carswell,‘Everyone has to do what they can’ - firms adapt to demands of Covid19 emergency,Glue-maker turns to hand sanitiser but faces raw material shortage as countries hoard,https://www.irishtimes.com/business/manufacturing/everyone-has-to-do-what-they-can-firms-adapt-to-demands-of-covid19-emergency-1.4211346,https://www.irishtimes.com/image-creator/?id=1.4211344&origw=1440,2020-03-25T03:52:32Z,"David OSullivan was chatting about shortages of alcohol-based hand sanitiser with staff over lunch at his factory in Dublin three weeks ago amid efforts to stop the spread of coronavirus.
A colleague told him their partner worked in office supplies but was h… [+4659 chars]",BUSINESS
name,The Irish Times,Conor Lally,Coronavirus: ‘Heightend risk’ of domestic violence during pandemic,Women seeking to flee abusive relationships being forced to spend more time with abusers due to restrictions,https://www.irishtimes.com/news/ireland/irish-news/coronavirus-heightend-risk-of-domestic-violence-during-pandemic-1.4215812,https://www.irishtimes.com/image-creator/?id=1.4215811&origw=1440,2020-03-30T13:41:03Z,"Victims of domestic violence are facing heightened risk during the Covid-19 crisis and some could be killed by violent partners, domestic abuse agencies have warned 
Some women seeking to flee abusive and violent relationships since the pandemic began are no… [+3520 chars]",GENERAL
name,The Irish Times,Ciara O'Brien,Apple Maps Dublin driving route requests down 80%,Apple using mobility data to assist public health authorities,https://www.irishtimes.com/business/technology/apple-maps-dublin-driving-route-requests-down-80-1.4229639,https://www.irishtimes.com/image-creator/?id=1.4229645&origw=1440,2020-04-15T14:50:50Z,"Apple Maps data shows an 80 per cent decline in driving and walking route requests in Dublin compared with mid-January, with transit requests 92 per cent lower. In the State as a whole, the data shows a 75 per cent drop in driving route requests and a 74 per … [+1843 chars]",TECH
name,The Irish Times,Michael Dervan,Irish artists are not helped by cloud-cuckoo-land responses to the Covid-19 crisis,Michael Dervan: Contemporary Music Centre’s list of unrealistic demands is shameful,https://www.irishtimes.com/culture/music/irish-artists-are-not-helped-by-cloud-cuckoo-land-responses-to-the-covid-19-crisis-1.4233358,https://www.irishtimes.com/image-creator/?id=1.4233356&origw=1440,2020-04-22T04:00:00Z,"The 2020 world of Covid-19 is a world in which leadership matters more than ever. As someone suffering under the lockdown in Italy said to me a couple of weeks ago: For the first time in this country, I actually feel we have a proper government.
Here in Irel… [+5696 chars]",GENERAL
name,The Irish Times,Ian O'Riordan,Irish Olympians keeping the Sanctuary Runners on the move,Group formed in 2018 as a way of marking solidarity for those living in Direct Provision,https://www.irishtimes.com/sport/other-sports/irish-olympians-keeping-the-sanctuary-runners-on-the-move-1.4228519,https://www.irishtimes.com/image-creator/?id=1.4228518&origw=1440,2020-04-14T10:09:19Z,"Its been one of the more muted sporting postponements of the coronavirus pandemic, but in keeping with the spirit of their Saturday morning gathering the Sanctuary Runners havent gone completely silent.
Founded in Cork just over two years ago, with now consi… [+3250 chars]",GENERAL
name,The Irish Times,Gaye Cunnane,Doctors on Covid-19 frontline: ‘What I miss most is normal human contact’,"Life in hospitals has altered beyond recognition, writes Gaye Cunnane, professor of rheumatology at St James’s Hospital",https://www.irishtimes.com/life-and-style/health-family/doctors-on-covid-19-frontline-what-i-miss-most-is-normal-human-contact-1.4220142,https://www.irishtimes.com/image-creator/?id=1.4220140&origw=697,2020-04-06T05:15:00Z,"In a new online series, Dispatches from the frontlines, The Irish Times will share the stories and experiences of healthcare staff and other frontline workers during the Covid-19 crisis. If you would like to take part, click here.
Gaye Cunnane is professor o… [+5228 chars]",GENERAL
name,The Irish Times,Gaye Cunnane,"Covid-19 crisis: ‘We have had to learn a new disease, new vocabulary, new skills’",Dispatches from the frontlines: Gaye Cunnane is professor of Rheumatology at St James’s Hospital,https://www.irishtimes.com/life-and-style/health-family/covid-19-crisis-we-have-had-to-learn-a-new-disease-new-vocabulary-new-skills-1.4220142,https://www.irishtimes.com/image-creator/?id=1.4220140&origw=697,2020-04-06T05:15:00Z,"In a new online series, Dispatches from the frontlines, The Irish Times will share the stories and experiences of healthcare staff and other frontline workers during the Covid-19 crisis. If you would like to take part, click here.
Gaye Cunnane is professor o… [+5228 chars]",GENERAL
name,Bleacher Report,Rob Goldberg,Colin Kaepernick Starts Know Your Rights Fund to Help Minorities Amid COVID-19,Former  NFL  quarterback  Colin Kaepernick  announced Thursday he has launched the  Know Your Rights Camp COVID-19 Relief Fund to help minority communities during the ongoing coronavirus ...,https://bleacherreport.com/articles/2886962-colin-kaepernick-starts-know-your-rights-fund-to-help-minorities-amid-covid-19,https://img.bleacherreport.net/img/images/photos/003/863/263/hi-res-d879384b5c53a9479abe3f3538c21fdd_crop_exact.jpg?w=1200&h=1200&q=75,2020-04-16T17:37:06Z,"Todd Kirkland/Associated Press
Former NFL quarterback Colin Kaepernick announced Thursday he has launched the Know Your Rights Camp COVID-19 Relief Fund to help minority communities during the ongoing coronavirus pandemic:
Colin Kaepernick@Kaepernick7Struct… [+1421 chars]",BUSINESS
name,The Irish Times,The Irish Times,#ShineYourLight: Tribute to coronavirus victims and frontline workers,"Hundreds of Irish households shone a light out of their home windows on Saturday at 9pm, as part of a national tribute to those who have died or have been diagnosed with coronavirus, and to frontline workers responding to the outbreak. Taoiseach Leo Vardkar s…",https://www.irishtimes.com/news/social-affairs/shineyourlight-tributes-to-coronavirus-victims-and-frontline-workers-1.4227134,https://www.irishtimes.com/image-creator/?id=1.4227135&origw=604,2020-04-11T20:00:00Z,"Hundreds of Irish households shone a light out of their home windows on Saturday at 9pm, as part of a national tribute to those who have died or have been diagnosed with coronavirus, and to frontline workers responding to the outbreak.
Taoiseach Leo Vardkar … [+3331 chars]",GENERAL
name,The Irish Times,Tom Hennigan,Coronavirus: Brazilians protest as Bolsonaro misinterprets WHO advice,President continues campaign against lockdown but moderates tone in national address,https://www.irishtimes.com/news/world/coronavirus-brazilians-protest-as-bolsonaro-misinterprets-who-advice-1.4217958,https://www.irishtimes.com/image-creator/?id=1.4217956&origw=1440,2020-04-01T15:11:37Z,"Brazilians once again took to banging pots and pans on Tuesday night in protest at another chaotic day in the countrys response to the coronavirus pandemic on which President Jair Bolsonaro distorted advice from the World Health Organisation (WHO).
The far-r… [+2620 chars]",GENERAL
name,The Irish Times,Simon Carswell,Irish family pay tribute to UK medic who died from Covid-19,Carlow family of Dublin-educated doctor Amged El-Hawrani ‘devastated’ at his death,https://www.irishtimes.com/news/ireland/irish-news/irish-family-pay-tribute-to-uk-medic-who-died-from-covid-19-1.4218944,https://www.irishtimes.com/image-creator/?id=1.4218943&origw=1440,2020-04-02T11:17:21Z,"The Irish family of the first frontline medic to die in the UKs coronavirus outbreak are devastated at his loss, his Co Carlow-based brother-in-law has said.
Amged El-Hawrani, an ear, nose and throat consultant working in England, died at Glenfield Hospital … [+2386 chars]",GENERAL
name,The Irish Times,Conor Lally,Woman found dead in Kilkenny house after gardaí trace phone call,Pensioner may have been dead in house since last weekend,https://www.irishtimes.com/news/crime-and-law/woman-found-dead-in-kilkenny-house-after-garda%C3%AD-trace-phone-call-1.4212832,https://www.irishtimes.com/image-creator/?id=1.4212831&origw=1440,2020-03-26T11:15:30Z,"A pensioner was found murdered in Kilkenny after a man contacted gardaí by telephone and claimed a woman had been killed in the city.
Gardaí subsequently traced the call to a man, who led officers to a house on Maudlin Street where they discovered the body o… [+1835 chars]",GENERAL
name,The Irish Times,Tim O'Brien,Northern Ireland waives plastic bag tax for deliveries of groceries,Authorities in the Republic have said they will not be following the example of the North’s Department of Environment in waiving the plastic bag tax during the coronavirus outbreak. Earlier this week the North’s Environment and Rural Affairs Minister Edwin Po…,https://www.irishtimes.com/news/ireland/irish-news/northern-ireland-waives-plastic-bag-tax-for-deliveries-of-groceries-1.4221154,https://www.irishtimes.com/polopoly_fs/1.4221153.1586001388!/image/image.jpg,2020-04-04T11:56:55Z,"Authorities in the Republic have said they will not be following the example of the Norths Department of Environment in waiving the plastic bag tax during the coronavirus outbreak.
Earlier this week the Norths Environment and Rural Affairs Minister Edwin Poo… [+1406 chars]",BUSINESS
name,The Irish Times,Simon Carswell,Coronavirus: HSE braces for possible peak of Covid-19 cases in mid-April,"The HSE is preparing for a surge of coronavirus cases with 1,200 critical care beds but is unsure by how much the State’s intensive care unit (ICU) capacity will be exceeded when the pandemic peaks here. The State’s highest-ranking healthcare officials, at a …",https://www.irishtimes.com/news/ireland/irish-news/coronavirus-hse-braces-for-possible-peak-of-covid-19-cases-in-mid-april-1.4215029,https://www.irishtimes.com/image-creator/?id=1.4215028&origw=1440,2020-03-29T12:02:09Z,"The HSE is preparing for a surge of coronavirus cases with 1,200 critical care beds but is unsure by how much the States intensive care unit (ICU) capacity will be exceeded when the pandemic peaks here.
The States highest-ranking healthcare officials, at a b… [+2974 chars]",GENERAL
name,The Irish Times,"Simon Carswell, Conor Gallagher",Coronavirus: Motorists must slow down to avoid overburdening hospitals – RSA,"Motorists should avoiding speeding amid reduced road congestion during the coronavirus pandemic to shield overburdened hospitals from road traffic incidents, Road Safety Authority chairwoman Liz O’Donnell said. Ms O’Donnell said that there has been anecdotal …",https://www.irishtimes.com/news/health/coronavirus-motorists-must-slow-down-to-avoid-overburdening-hospitals-rsa-1.4214236,https://www.irishtimes.com/image-creator/?id=1.4214234&origw=1440,2020-03-28T01:00:50Z,"Motorists should avoiding speeding amid reduced road congestion during the coronavirus pandemic to shield overburdened hospitals from road traffic incidents, Road Safety Authority chairwoman Liz ODonnell said. 
Ms ODonnell said that there has been anecdotal … [+4886 chars]",GENERAL
name,The Irish Times,Simon Carswell,Coronavirus: HSE advised nursing homes last month to manage their own cases,Nursing homes were advised by the HSE to manage Covid-19-infected patients in their own facilities and only transfer them to hospitals where it would “confer additional benefit”. The HSE advised nursing homes in a guidance note on March 25th to discuss in adv…,https://www.irishtimes.com/news/health/coronavirus-hse-advised-nursing-homes-last-month-to-manage-their-own-cases-1.4221386,https://www.irishtimes.com/image-creator/?id=1.4221384&origw=1200,2020-04-05T14:37:46Z,"Nursing homes were advised by the HSE to manage Covid-19-infected patients in their own facilities and only transfer them to hospitals where it would confer additional benefit.
The HSE advised nursing homes in a guidance note on March 25th to discuss in adva… [+3890 chars]",GENERAL
name,The Irish Times,Naomi O’Leary,Governments across Europe examining how to ease out of lockdown,"EU to announce guidelines on exiting lockdown, including recommendations so states that share borders can have consistent policies",https://www.irishtimes.com/news/world/europe/governments-across-europe-examining-how-to-ease-out-of-lockdown-1.4228967,https://www.irishtimes.com/image-creator/?id=1.4228963&origw=1440,2020-04-14T19:37:18Z,"Governments across Europe are examining how to ease out of lockdowns imposed to curb the spread of coronavirus while minimising the risks of new outbreaks.
Austria, France and Denmark have announced plans to gradually reopen some schools, shops and businesse… [+14332 chars]",POLITICS
name,The Irish Times,Naomi O’Leary,Governments across Europe examining how to exit lockdown,"EU to announce guidelines, including recommendations for states sharing borders",https://www.irishtimes.com/news/world/europe/governments-across-europe-examining-how-to-exit-lockdown-1.4228967,https://www.irishtimes.com/image-creator/?id=1.4228963&origw=1440,2020-04-14T19:37:18Z,"Governments across Europe are examining how to ease out of lockdowns imposed to curb the spread of coronavirus while minimising the risks of new outbreaks.
Austria, France and Denmark have announced plans to gradually reopen some schools, shops and businesse… [+14332 chars]",POLITICS
name,Bleacher Report,Megan Armstrong,"Report: MLB Discussing Playing Games in Florida, Arizona, Texas to Start Season",ESPN's  Jeff Passan  reported on April 6 that Major League Baseball was focusing on a plan to start the 2020 regular season by isolating all 30 clubs in Arizona and playing games ...,https://bleacherreport.com/articles/2887676-report-mlb-discussing-playing-games-in-florida-arizona-texas-to-start-season,https://img.bleacherreport.net/img/images/photos/003/864/137/hi-res-8396e4eab45871284f046f160fede87e_crop_exact.jpg?w=1200&h=1200&q=75,2020-04-21T03:20:36Z,"Elaine Thompson/Associated Press
ESPN's Jeff Passan reported on April 6 that Major League Baseball was focusing on a plan to start the 2020 regular season by isolating all 30 clubs in Arizona and playing games in the Phoenix area without fan attendance, abid… [+2619 chars]",GENERAL
name,The Jerusalem Post,By MARCY OSTER/JTA,Crying Israeli falafel shop owner becomes symbol for COVID19 economic toll,"“Look at my wallet, it’s empty,” said the shop owner, Yuval Carmi, pulling out his wallet during the Channel 13 interview. “I don’t have a shekel in my pocket.”",https://www.jpost.com/israel-news/crying-israeli-falafel-shop-owner-becomes-symbol-for-covid19-economic-toll-625278,"https://images.jpost.com/image/upload/f_auto,fl_lossy/t_JD_ArticleMainImageFaceDetect/437170",2020-04-20T22:04:56Z,,BUSINESS
name,The Next Web,Ivan Mehta,Houseparty who? Google Duo now supports 12 people on a video call,"As video calling services are growing more popular during the coronavirus crisis, Google is expanding the number of people you can chat within a group call on its Duo app from eight to 12. The company’s senior director of product & design, Sanaz Ahari, made t…",https://thenextweb.com/?p=1281437,https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2020%2F03%2FDuo-voice-calling-796x398.jpg&signature=30e3d6a58340e254820793a9ce1913aa,2020-03-27T07:45:22Z,"As video calling services are growing more popular during the coronavirus crisis, Google is expanding the number of people you can chat within a group call on its Duo app from eight to 12.
The companys senior director of product &amp; design, Sanaz Ahari, ma… [+1020 chars]",TECH
name,The Next Web,Rachel Kaser,Apple and Google team up to build a coronavirus tracking system,Apple and Google today announced they were partnering up on a contact tracing system that works on both iOS and Android that alerts people when they’ve had contact with someone who’s contracted coronavirus. This collaboration between the two big smartphone co…,https://thenextweb.com/apple/2020/04/10/apple-google-team-up-build-coronavirus-tracking-system/,https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2020%2F04%2FApple-Google.jpg&signature=28fb1e65c61ecb71f6f88b5fd54b648a,2020-04-10T19:05:44Z,Apple and Google today announced they were partnering up on a contact tracing system that works on both iOS and Android that alerts people when theyve had contact with someone whos contracted coronavirus. This collaboration between the two big smartphone comp… [+3079 chars],TECH
name,The Next Web,Ivan Mehta,Daily Distraction: Look after your mental health with these free resources,The coronavirus pandemic has caused rare circumstances where most of us are stuck inside our houses. These are testing times that can trigger many mental health-related situations. It’s hard not getting anxious while looking at the tragic news cycle all over …,https://thenextweb.com/?p=1286803,https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2020%2F04%2FDD-Mental-health.jpg&signature=c7e314b0a7b498880fb62d898cc7cd34,2020-04-21T13:08:02Z,"The coronavirus pandemic has caused rare circumstances where most of us are stuck inside our houses. These are testing times that can trigger many mental health-related situations.
Its hard not getting anxious while looking at the tragic news cycle all over … [+1774 chars]",SCIENCE
name,The Next Web,Ivan Mehta,India’s courts are switching to video conferencing to hear cases,"In terms of the number of registered coronavirus per country, India is quite far down the list. However, the government isn’t taking the pandemic lightly as the virus can spread rapidly. So, after observing a nationwide 14-hour curfew on Sunday, various state…",https://thenextweb.com/?p=1280111,https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2020%2F03%2FSupreme-Court-India.jpg&signature=50e0b440f565d230ab1a33cbc6dae471,2020-03-23T08:46:40Z,"In terms of the number of registered coronavirus per country, India is quite far down the list. However, the government isnt taking the pandemic lightly as the virus can spread rapidly. So, after observing a nationwide 14-hour curfew on Sunday, various state … [+1614 chars]",TECH
name,The Next Web,Rachel Kaser,Humble’s Conquer COVID-19 Bundle offers some kickass games for charity,"Humble joins the gaming industry’s efforts to aid coronavirus relief, in this case by offering a massive bundle of games for $30, all of which will go to charities providing COVID-19 relief. It’s a frighteningly small price to pay considering you get so many …",https://thenextweb.com/?p=1282411,https://cdn0.tnwcdn.com/wp-content/blogs.dir/1/files/2020/04/Humble-Coronavirus.jpg,2020-04-01T18:46:52Z,"Humble joins the gaming industrys efforts to aid coronavirus relief, in this case by offering a massive bundle of games for $30, all of which will go to charities providing COVID-19 relief. Its a frighteningly small price to pay considering you get so many gr… [+2574 chars]",GENERAL
